text,name,in_1764,in_1778,in_names_omitted,division,occupation_abbr,occupation,sect_abbr,sect,start_1,end_1,start_2,end_2,born,born_about,died,died_about,died_after,age,flourished,flourished_about,flourished_before,flourished_after,flourished_century,lived
Phlegon Tralliensis fl. 122 H P.,Phlegon Tralliensis,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,102,132,72,152,,,,,,,122,FALSE,FALSE,FALSE,FALSE,
Phocas d. 610,Phocas,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,580,610,540,610,,,610,FALSE,FALSE,,,,,,,
Phocion d. 318 BC 80,Phocion,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-397,-317,-397,-317,,,-317,FALSE,FALSE,80,,,,,,
Phocylides fl. 520 BC H P.,Phocylides,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,-539,-509,-569,-489,,,,,,,-519,FALSE,FALSE,FALSE,FALSE,
Phoroneus fl. 1080 BC,Phoroneus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-1099,-1069,-1129,-1049,,,,,,,-1079,FALSE,FALSE,FALSE,FALSE,
Photius fl. 886 Cr,Photius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,866,896,836,916,,,,,,,886,FALSE,FALSE,FALSE,FALSE,
Photius Gallus fl. 84 BC Cr,Photius Gallus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,-103,-73,-133,-53,,,,,,,-83,FALSE,FALSE,FALSE,FALSE,
Phrynicus Arabius fl. 190 Cr,Phrynicus Arabius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,170,200,140,220,,,,,,,190,FALSE,FALSE,FALSE,FALSE,
Phryxus fl. 962 BC,Phryxus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-981,-951,-1011,-931,,,,,,,-961,FALSE,FALSE,FALSE,FALSE,
Picus of Mirandola d. 1494. 31 D,Picus of Mirandola,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1463,1494,1463,1494,,,1494,FALSE,FALSE,31,,,,,,
Pilate d. 39,Pilate,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,9,39,-31,39,,,39,FALSE,FALSE,,,,,,,
Pindar d. 435 BC 86 P,Pindar,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-520,-434,-520,-434,,,-434,FALSE,FALSE,86,,,,,,
Pisani of Venice d. 1381,Pisani of Venice,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1351,1381,1311,1381,,,1381,FALSE,FALSE,,,,,,,
Pisides G. d. af. 641 P,Pisides G.,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,621,641,581,651,,,641,FALSE,TRUE,,,,,,,
Pisistratus d. 527 BC,Pisistratus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-556,-526,-596,-526,,,-526,FALSE,FALSE,,,,,,,
Piso C. d. 69,Piso C.,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,39,69,-1,69,,,69,FALSE,FALSE,,,,,,,
Pitcairne d. 1713. 61 Ph,Pitcairne,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1652,1713,1652,1713,,,1713,FALSE,FALSE,61,,,,,,
Pittacus d. 570 BC 82 H P.,Pittacus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,-651,-569,-651,-569,,,-569,FALSE,FALSE,82,,,,,,
Plantin d. 1598. 65 Pr,Plantin,TRUE,TRUE,FALSE,Poets and Artists,Pr,Printer,,,1533,1598,1533,1598,,,1598,FALSE,FALSE,65,,,,,,
Planudes d. af. 1353 Cr,Planudes,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1333,1353,1293,1363,,,1353,FALSE,TRUE,,,,,,,
Platina B. d. 1481. 60 H,Platina B.,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1421,1481,1421,1481,,,1481,FALSE,FALSE,60,,,,,,
Plato d. 348 BC 81 H P.,Plato,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,-428,-347,-428,-347,,,-347,FALSE,FALSE,81,,,,,,
Plautianus d. 204,Plautianus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,174,204,134,204,,,204,FALSE,FALSE,,,,,,,
Plautus d. 184 BC P,Plautus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-213,-183,-253,-183,,,-183,FALSE,FALSE,,,,,,,
Pliny Major d. 80 M,Pliny Major,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,50,80,10,80,,,80,FALSE,FALSE,,,,,,,
Pliny Junior fl. 103 Cr,Pliny Junior,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,83,113,53,133,,,,,,,103,FALSE,FALSE,FALSE,FALSE,
Plotina d. 122,Plotina,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,92,122,52,122,,,122,FALSE,FALSE,,,,,,,
Plotinus d. 270. 66 H P.,Plotinus,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,204,270,204,270,,,270,FALSE,FALSE,66,,,,,,
Plutarch d. 119. 69 H,Plutarch,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,50,119,50,119,,,119,FALSE,FALSE,69,,,,,,
"Pococke, Edward, d. 1691. 86 Cr","Pococke, Edward,",TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1605,1691,1605,1691,,,1691,FALSE,FALSE,86,,,,,,
Poggius Brac d. 1459. 79 Cr,Poggius Brac,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1380,1459,1380,1459,,,1459,FALSE,FALSE,79,,,,,,
"Pole, Cardinal, d. 1558. 58 D","Pole, Cardinal,",TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1500,1558,1500,1558,,,1558,FALSE,FALSE,58,,,,,,
Polemo d. ab. 150. 56 Cr,Polemo,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,94,150,94,150,,,150,TRUE,FALSE,56,,,,,,
Polemon d. 270 BC H P. Ac,Polemon,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Ac,Academic,-299,-269,-339,-269,,,-269,FALSE,FALSE,,,,,,,
Polidoro d. 1543. 48 Pa,Polidoro,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1495,1543,1495,1543,,,1543,FALSE,FALSE,48,,,,,,
Polignac d. 1741. 80 P,Polignac,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1661,1741,1661,1741,,,1741,FALSE,FALSE,80,,,,,,
Politian d. 1494. 46 Cr,Politian,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1448,1494,1448,1494,,,1494,FALSE,FALSE,46,,,,,,
Pollio A. fl. 42,Pollio A.,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,22,52,-8,72,,,,,,,42,FALSE,FALSE,FALSE,FALSE,
Pollio Trebellius fl. 305 H,Pollio Trebellius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,285,315,255,335,,,,,,,305,FALSE,FALSE,FALSE,FALSE,
"Polo, Marco, b. 1250 Trav.","Polo, Marco,",TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",Trav,Traveller,,,1250,1280,1250,1310,1250,FALSE,,,,,,,,,,
Polyænus d. ab. 164 Cr,Polyænus,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,134,164,94,164,,,164,TRUE,FALSE,,,,,,,
Polybius d. 124 BC 82 H,Polybius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,-205,-123,-205,-123,,,-123,FALSE,FALSE,82,,,,,,
Polycarp d. 167 F,Polycarp,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,137,167,97,167,,,167,FALSE,FALSE,,,,,,,
Polycletus fl. 432 BC St,Polycletus,TRUE,TRUE,FALSE,Poets and Artists,St,Statuary,,,-451,-421,-481,-401,,,,,,,-431,FALSE,FALSE,FALSE,FALSE,
Polycrates d. 522 BC,Polycrates,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-551,-521,-591,-521,,,-521,FALSE,FALSE,,,,,,,
Polygnotus of Tarsus d. ab. 410 BC Pa,Polygnotus of Tarsus,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,-439,-409,-479,-409,,,-409,TRUE,FALSE,,,,,,,
"Polyhistor, Alex. fl. 88 BC H","Polyhistor, Alex.",TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,-107,-77,-137,-57,,,,,,,-87,FALSE,FALSE,FALSE,FALSE,
Polypercon d. 309 BC,Polypercon,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-338,-308,-378,-308,,,-308,FALSE,FALSE,,,,,,,
Pompey d. 48 BC 59,Pompey,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-106,-47,-106,-47,,,-47,FALSE,FALSE,59,,,,,,
Pompey Sextus d. 35 BC,Pompey Sextus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-64,-34,-104,-34,,,-34,FALSE,FALSE,,,,,,,
Pomponatius d. 1512. 63 D,Pomponatius,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1449,1512,1449,1512,,,1512,FALSE,FALSE,63,,,,,,
Pomponius Sextus d. af. 161 L,Pomponius Sextus,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,141,161,101,171,,,161,FALSE,TRUE,,,,,,,
Pontanus J. d. 1503. 70 H,Pontanus J.,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1433,1503,1433,1503,,,1503,FALSE,FALSE,70,,,,,,
Pope d. 1744. 56 P,Pope,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1688,1744,1688,1744,,,1744,FALSE,FALSE,56,,,,,,
Porphyry d. ab. 304. 71,Porphyry,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,233,304,233,304,,,304,TRUE,FALSE,71,,,,,,
"Porta, Baptista, d. 1615 Ph","Porta, Baptista,",TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,1585,1615,1545,1615,,,1615,FALSE,FALSE,,,,,,,
Possidonius d. af. 51 BC 84 H P. Sto,Possidonius,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Sto,Stoic,-124,-50,-134,-40,,,-50,FALSE,TRUE,84,,,,,,
Potamo fl. 0 H P.,Potamo,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,-20,10,-50,30,,,,,,,0,FALSE,FALSE,FALSE,FALSE,
Potter d. 1747. 73 Cr,Potter,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1674,1747,1674,1747,,,1747,FALSE,FALSE,73,,,,,,
Poussin d. 1656 62 Pa,Poussin,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1594,1656,1594,1656,,,1656,FALSE,FALSE,62,,,,,,
Praxiteles d. af. 288 BC Pa,Praxiteles,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,-307,-287,-347,-277,,,-287,FALSE,TRUE,,,,,,,
Priam d. 904 BC,Priam,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-933,-903,-973,-903,,,-903,FALSE,FALSE,,,,,,,
Prideaux Humphrey d. 1724. 76,Prideaux Humphrey,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1648,1724,1648,1724,,,1724,FALSE,FALSE,76,,,,,,
Prior d. 1721. 57 P,Prior,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1664,1721,1664,1721,,,1721,FALSE,FALSE,57,,,,,,
Priscian fl. 525 Cr,Priscian,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,505,535,475,555,,,,,,,525,FALSE,FALSE,FALSE,FALSE,
Probus d. 282. 50,Probus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,232,282,232,282,,,282,FALSE,FALSE,50,,,,,,
Probus Valerius fl. 60 Cr,Probus Valerius,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,40,70,10,90,,,,,,,60,FALSE,FALSE,FALSE,FALSE,
Proclus d. 487. 75 M,Proclus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,412,487,412,487,,,487,FALSE,FALSE,75,,,,,,
Proclus Constantinople d. 446 F,Proclus Constantinople,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,416,446,376,446,,,446,FALSE,FALSE,,,,,,,
Procopius d. 366,Procopius,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,336,366,296,366,,,366,FALSE,FALSE,,,,,,,
Procopius fl. 534 H,Procopius,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,514,544,484,564,,,,,,,534,FALSE,FALSE,FALSE,FALSE,
Procopius Gazæus fl. 520 F.,Procopius Gazæus,FALSE,TRUE,TRUE,Divines and Metaphysicians,F,Christian Father,,,500,530,470,550,,,,,,,520,FALSE,FALSE,FALSE,FALSE,
Prometheus fl. 937 BC,Prometheus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-956,-926,-986,-906,,,,,,,-936,FALSE,FALSE,FALSE,FALSE,
Propertius b. ab. 47 BC. ab. 41 P,Propertius,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-46,-5,-56,5,-46,TRUE,,,,,,,,,,
Prosper d. 456 F,Prosper,TRUE,TRUE,FALSE,Divines and Metaphysicians,F,Christian Father,,,426,456,386,456,,,456,FALSE,FALSE,,,,,,,
Protagoras fl. 423 BC H P. Eleack,Protagoras,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Eleack,Eleack,-442,-412,-472,-392,,,,,,,-422,FALSE,FALSE,FALSE,FALSE,
Protogenes d. ab. 320 BC Pa,Protogenes,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,-349,-319,-389,-319,,,-319,TRUE,FALSE,,,,,,,
Prudentius fl. 392 P,Prudentius,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,372,402,342,422,,,,,,,392,FALSE,FALSE,FALSE,FALSE,
Prynne d. 1669. 69 L,Prynne,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",L,Lawyer,,,1600,1669,1600,1669,,,1669,FALSE,FALSE,69,,,,,,
Psammeticus d. 617 BC,Psammeticus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-646,-616,-686,-616,,,-616,FALSE,FALSE,,,,,,,
"Psellus, Michael, Senior fl. 870 M","Psellus, Michael, Senior",TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,850,880,820,900,,,,,,,870,FALSE,FALSE,FALSE,FALSE,
Psellus Junior fl. 1060 M,Psellus Junior,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1040,1070,1010,1090,,,,,,,1060,FALSE,FALSE,FALSE,FALSE,
Ptolemy Ceraunus d. 279 BC,Ptolemy Ceraunus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-308,-278,-348,-278,,,-278,FALSE,FALSE,,,,,,,
Ptolemy Lagus d. 284 BC 84,Ptolemy Lagus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-367,-283,-367,-283,,,-283,FALSE,FALSE,84,,,,,,
Ptolemy Claudius d. af. 161.78 M,Ptolemy Claudius,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,93,161,83,171,,,161,FALSE,TRUE,78,,,,,,
"Publicola, Valerius, fl. 500 BC","Publicola, Valerius,",FALSE,FALSE,TRUE,Statesmen and Warriors,,Politician/Military Person,,,-519,-489,-549,-469,,,,,,,-499,FALSE,FALSE,FALSE,FALSE,
"Publicola, Valerius, fl. 550 BC","Publicola, Valerius,",FALSE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-569,-539,-599,-519,,,,,,,-549,FALSE,FALSE,FALSE,FALSE,
Publius Syrus fl. 40 BC P,Publius Syrus,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,-59,-29,-89,-9,,,,,,,-39,FALSE,FALSE,FALSE,FALSE,
Puffendorf d. 1694. 63 Mor,Puffendorf,TRUE,TRUE,FALSE,Divines and Metaphysicians,Mor,Moralist,,,1631,1694,1631,1694,,,1694,FALSE,FALSE,63,,,,,,
Pul d. 747 BC,Pul,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-776,-746,-816,-746,,,-746,FALSE,FALSE,,,,,,,
Pyrrho d. 304 BC. 90 H P. Scept,Pyrrho,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,Scept,Sceptic,-393,-303,-393,-303,,,-303,FALSE,FALSE,90,,,,,,
Pyrrhus d. 272 BC. ab. 46,Pyrrhus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-317,-271,-317,-271,,,-271,FALSE,FALSE,,,,,,,
Pythagoras d. 497 BC 71 H P.,Pythagoras,TRUE,TRUE,FALSE,Divines and Metaphysicians,H P,Philosopher,,,-567,-496,-567,-496,,,-496,FALSE,FALSE,71,,,,,,
Quintilian d. 95 Cr,Quintilian,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,65,95,25,95,,,95,FALSE,FALSE,,,,,,,
Quintus Calaber fl. ab. 200 P,Quintus Calaber,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,,,150,230,,,,,,,200,TRUE,FALSE,FALSE,FALSE,
Quivedo d. 95 Bel.,Quivedo,TRUE,TRUE,FALSE,Orators and Critics,Bel,Writer,,,65,95,25,95,,,95,FALSE,FALSE,,,,,,,
Rabanus Maurus d. 856 D,Rabanus Maurus,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,826,856,786,856,,,856,FALSE,FALSE,,,,,,,
Rabelais d. 1553. 70 Bel,Rabelais,TRUE,TRUE,FALSE,Orators and Critics,Bel,Writer,,,1483,1553,1483,1553,,,1553,FALSE,FALSE,70,,,,,,
Racine d. 1699. 60 P,Racine,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1639,1699,1639,1699,,,1699,FALSE,FALSE,60,,,,,,
Raleigh d. 1617. 77,Raleigh,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1540,1617,1540,1617,,,1617,FALSE,FALSE,77,,,,,,
Ramirus of Leon d. 850,Ramirus of Leon,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,820,850,780,850,,,850,FALSE,FALSE,,,,,,,
"Rams, Peter, d. 1572 M","Rams, Peter,",TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1542,1572,1502,1572,,,1572,FALSE,FALSE,,,,,,,
Raphael d. 1520. 37 Pa,Raphael,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1483,1520,1483,1520,,,1520,FALSE,FALSE,37,,,,,,
Rapin d. 1725. 64 H,Rapin,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1661,1725,1661,1725,,,1725,FALSE,FALSE,64,,,,,,
Ray d. 1705. 77 M,Ray,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1628,1705,1628,1705,,,1705,FALSE,FALSE,77,,,,,,
Raymond de Puy d. 1160. 79,Raymond de Puy,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1081,1160,1081,1160,,,1160,FALSE,FALSE,79,,,,,,
Raymundus Jordan fl. 1381 D,Raymundus Jordan,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1361,1391,1331,1411,,,,,,,1381,FALSE,FALSE,FALSE,FALSE,
Recared of Castile d. 601,Recared of Castile,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,571,601,531,601,,,601,FALSE,FALSE,,,,,,,
"Rechiarius, of the Suevi, d. 456","Rechiarius, of the Suevi,",TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,426,456,386,456,,,456,FALSE,FALSE,,,,,,,
"Rechila, of the Suevi, d. 448","Rechila, of the Suevi,",TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,418,448,378,448,,,448,FALSE,FALSE,,,,,,,
Record R fl. 1554 M,Record R,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1534,1564,1504,1584,,,,,,,1554,FALSE,FALSE,FALSE,FALSE,
Reginon d. 908 H,Reginon,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,878,908,838,908,,,908,FALSE,FALSE,,,,,,,
Regiomontanus d. 1476. 40 M,Regiomontanus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1436,1476,1436,1476,,,1476,FALSE,FALSE,40,,,,,,
Regner of Denmark d. 849,Regner of Denmark,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,819,849,779,849,,,849,FALSE,FALSE,,,,,,,
Regulus d. ab. 251 BC,Regulus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-280,-250,-320,-250,,,-250,TRUE,FALSE,,,,,,,
Rehoboam d. 958 BC,Rehoboam,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-987,-957,-1027,-957,,,-957,FALSE,FALSE,,,,,,,
Rembrandt d. 1668. 62 Pa,Rembrandt,TRUE,TRUE,FALSE,Poets and Artists,Pa,Painter,,,1606,1668,1606,1668,,,1668,FALSE,FALSE,62,,,,,,
Remigius d. 900 D,Remigius,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,870,900,830,900,,,900,FALSE,FALSE,,,,,,,
Reuchlin d. 1521. 67 Cr,Reuchlin,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1454,1521,1454,1521,,,1521,FALSE,FALSE,67,,,,,,
Rhazes fl. 959 Ph,Rhazes,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,939,969,909,989,,,,,,,959,FALSE,FALSE,FALSE,FALSE,
Rhœcus fl. 530 BC St,Rhœcus,TRUE,TRUE,FALSE,Poets and Artists,St,Statuary,,,-549,-519,-579,-499,,,,,,,-529,FALSE,FALSE,FALSE,FALSE,
Rhoswita fl. 980 P,Rhoswita,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,960,990,930,1010,,,,,,,980,FALSE,FALSE,FALSE,FALSE,
Ricciolus d. 1671. 73 M,Ricciolus,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1598,1671,1598,1671,,,1671,FALSE,FALSE,73,,,,,,
Richard E. of Cornwal d. 1270,Richard E. of Cornwal,FALSE,TRUE,TRUE,Statesmen and Warriors,,Politician/Military Person,,,1240,1270,1200,1270,,,1270,FALSE,FALSE,,,,,,,
Richardus Scotus d. 1173 D,Richardus Scotus,TRUE,TRUE,FALSE,Divines and Metaphysicians,D,Christian Religious Person,,,1143,1173,1103,1173,,,1173,FALSE,FALSE,,,,,,,
"Richardson, Samuel, d. 1761. 73 Bel","Richardson, Samuel,",TRUE,TRUE,FALSE,Orators and Critics,Bel,Writer,,,1688,1761,1688,1761,,,1761,FALSE,FALSE,73,,,,,,
Richlieu d. 1642. 57,Richlieu,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1585,1642,1585,1642,,,1642,FALSE,FALSE,57,,,,,,
Ricimer d. 472,Ricimer,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,442,472,402,472,,,472,FALSE,FALSE,,,,,,,
"Ripley, George, fl. 1226 M","Ripley, George,",TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1206,1236,1176,1256,,,,,,,1226,FALSE,FALSE,FALSE,FALSE,
"Robert, the Emperor, d. 1228","Robert, the Emperor,",TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1198,1228,1158,1228,,,1228,FALSE,FALSE,,,,,,,
Robert Bruce d. 1329,Robert Bruce,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1299,1329,1259,1329,,,1329,FALSE,FALSE,,,,,,,
Robert of Normandy d. 1107,Robert of Normandy,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1077,1107,1037,1107,,,1107,FALSE,FALSE,,,,,,,
Robins d. 1751. 44 M,Robins,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1707,1751,1707,1751,,,1751,FALSE,FALSE,44,,,,,,
Rochefocault d. 1680. 67 Cr,Rochefocault,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1613,1680,1613,1680,,,1680,FALSE,FALSE,67,,,,,,
"Roderick, Ximenes, d. 1245 H","Roderick, Ximenes,",TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1215,1245,1175,1245,,,1245,FALSE,FALSE,,,,,,,
Rodolphus d. 1291. 72,Rodolphus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1219,1291,1219,1291,,,1291,FALSE,FALSE,72,,,,,,
Rodolphus the 3d of Burgundy d. 1032,Rodolphus the 3d of Burgundy,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1002,1032,962,1032,,,1032,FALSE,FALSE,,,,,,,
Roger de Hoveden fl. 1192 H,Roger de Hoveden,TRUE,TRUE,FALSE,"Historians, Antiquarians, and Lawyers",H,Historian,,,1172,1202,1142,1222,,,,,,,1192,FALSE,FALSE,FALSE,FALSE,
Roger the 3d of Naples d. 1153. 58,Roger the 3d of Naples,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,1095,1153,1095,1153,,,1153,FALSE,FALSE,58,,,,,,
Rohault d. 1675. 55 M,Rohault,TRUE,TRUE,FALSE,Mathematicians and Physicians,M,Mathematician,,,1620,1675,1620,1675,,,1675,FALSE,FALSE,55,,,,,,
Roland fl. ab. 1220 Ph,Roland,TRUE,TRUE,FALSE,Mathematicians and Physicians,Ph,Physician,,,,,1170,1250,,,,,,,1220,TRUE,FALSE,FALSE,FALSE,
Rollin d. 1741. 80 Cr,Rollin,TRUE,TRUE,FALSE,Orators and Critics,Cr,Critic,,,1661,1741,1661,1741,,,1741,FALSE,FALSE,80,,,,,,
Rollo d. 917,Rollo,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,887,917,847,917,,,917,FALSE,FALSE,,,,,,,
Romulus fl. 627 BC,Romulus,TRUE,TRUE,FALSE,Statesmen and Warriors,,Politician/Military Person,,,-646,-616,-676,-596,,,,,,,-626,FALSE,FALSE,FALSE,FALSE,
Ronsard d. 1585. 61 P,Ronsard,TRUE,TRUE,FALSE,Poets and Artists,P,Poet,,,1524,1585,1524,1585,,,1585,FALSE,FALSE,61,,,,,,
"Rooke, George, d. 1708. 47","Rooke, George,",FALSE,FALSE,TRUE,Statesmen and Warriors,,Politician/Military Person,,,1661,1708,1661,1708,,,1708,FALSE,FALSE,47,,,,,,
